2026-08-25 11:15:57 | INFO     | services.auth:register_user_service:36 | 新用户注册成功 user_id=1, username=test1
2026-08-25 11:16:02 | WARNING  | services.auth:register_user_service:26 | 注册失败，用户名已占用 username=test1
2026-08-25 11:16:12 | INFO     | services.auth:login_user_service:65 | 用户登录成功 user_id=1, username=test1
2026-08-25 11:16:12 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=0
2026-08-25 11:16:17 | INFO     | services.goal:get_all_goal_svs:58 | 用户[1] 查询目标列表 skip=0, limit=100, 数量=0
2026-08-25 11:16:18 | WARNING  | services.user:get_my_profile_service:17 | 用户[1] 查询个人资料失败：尚未创建
2026-08-25 11:16:19 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=0
2026-08-25 11:16:40 | INFO     | services.diaries:create_diary_service:29 | 用户[1] 创建日记成功, diary_id=1
2026-08-25 11:16:40 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=1
2026-08-25 11:17:06 | INFO     | services.goal:get_all_goal_svs:58 | 用户[1] 查询目标列表 skip=0, limit=100, 数量=0
2026-08-25 11:17:09 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=1
2026-08-25 11:17:13 | INFO     | services.diaries:delete_diary_service:102 | 用户[1] 删除日记成功 diary_id=1
2026-08-25 11:17:13 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=0
2026-08-25 11:17:21 | INFO     | services.diaries:create_diary_service:29 | 用户[1] 创建日记成功, diary_id=2
2026-08-25 11:17:21 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=1
2026-08-25 11:17:46 | INFO     | services.diaries:update_diary_service:83 | 用户[1] 修改日记成功 diary_id=2
2026-08-25 11:17:46 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=1
2026-08-25 11:17:57 | INFO     | services.diaries:create_diary_service:29 | 用户[1] 创建日记成功, diary_id=3
2026-08-25 11:17:57 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:18:02 | INFO     | services.goal:get_all_goal_svs:58 | 用户[1] 查询目标列表 skip=0, limit=100, 数量=0
2026-08-25 11:18:50 | INFO     | services.goal:create_goal_services:30 | 用户[1] 创建目标成功 goal_id=1
2026-08-25 11:18:50 | INFO     | services.goal:get_all_goal_svs:58 | 用户[1] 查询目标列表 skip=0, limit=100, 数量=1
2026-08-25 11:19:29 | WARNING  | services.user:get_my_profile_service:17 | 用户[1] 查询个人资料失败：尚未创建
2026-08-25 11:19:57 | INFO     | services.user:create_my_profile_service:42 | 用户[1] 创建个人资料成功 profile_id=1
2026-08-25 11:19:57 | INFO     | services.user:get_my_profile_service:19 | 用户[1] 查询个人资料 profile_id=1
2026-08-25 11:20:05 | INFO     | services.user:update_my_profile_service:64 | 用户[1] 更新个人资料成功 profile_id=1
2026-08-25 11:20:05 | INFO     | services.user:get_my_profile_service:19 | 用户[1] 查询个人资料 profile_id=1
2026-08-25 11:20:10 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:24:33 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:24:35 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:24:45 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:24:47 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:05 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:05 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:06 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:06 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:06 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:07 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:07 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:08 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:08 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:08 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:09 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:09 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:10 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:10 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:10 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:11 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:11 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:12 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:12 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:13 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:13 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:13 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:14 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:14 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:14 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:15 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:15 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:16 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:16 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:16 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:17 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:17 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:18 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:18 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:18 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:19 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:19 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:20 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:20 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:20 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:21 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:21 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:22 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:22 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:23 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:23 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:23 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:24 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:24 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:25 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:25 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:25 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:26 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:26 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:27 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:27 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:27 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:28 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:28 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:29 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:29 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:29 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:30 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:30 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:31 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:31 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:31 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:32 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:32 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:33 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:33 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:33 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:34 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:34 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:35 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:35 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:35 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:36 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:36 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:37 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:37 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:37 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:38 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:38 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:39 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:39 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:39 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:40 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:40 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:41 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:41 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:42 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:42 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:42 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:43 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:43 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:44 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:44 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:44 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:45 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:45 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:46 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:46 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:46 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:47 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:47 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:48 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:48 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:48 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
2026-08-25 11:25:49 | INFO     | services.diaries:list_my_diaries_service:57 | 用户[1] 查询自己日记列表 skip=0, limit=100, 数量=2
